identifier,label_str,label_int
AXORUA,hydrate,3
AXORUD,cocrystal,2
AXOSAK,cocrystal,2
AXOSIS,salt,1
AXOVIU,salt,1
AXUBED,cocrystal,2
AXUFOP,salt,1
AXUFUV,cocrystal,2
AXUGAC,cocrystal,2
AXUGEG,hydrate,3
AXUGIK,salt,1
AXUGOQ,cocrystal,2
AXULOV,cocrystal,2
AXUNEO,cocrystal,2
AXUNUE,cocrystal,2
AXUQIT,salt,1
AXURUI,cocrystal,2
AXUSAP,cocrystal,2
AXUSET,cocrystal,2
AXUSUJ,cocrystal,2
AXUWAT,cocrystal,2
AXUWEX,cocrystal,2
AYAJAM,hydrate,3
AYAJIW,hydrate,3
AYALAQ,salt,1
AYAMUL,salt,1
AYANAS,salt,1
AYANEW,hydrate,3
AYANIA,hydrate,3
AYANOG,salt,1
AYANUM,hydrate,3
AYAPAU,salt,1
AYAPEY,hydrate,3
AYAQID,cocrystal,2
AYAQUP,cocrystal,2
AYAREA,cocrystal,2
AYAVUS,salt,1
AYAWAZ,salt,1
AYAWOO,salt,1
AYAWUU,salt,1
AYAXAB,hydrate,3
AYAXUV,salt,1
AYEDEN,salt,1
AYEGAM,cocrystal,2
AYEHOB,salt,1
AYEHUH,salt,1
AYEPUR,cocrystal,2
AYEQAY,cocrystal,2
AYETAB,salt,1
AYETEF,salt,1
AYEYUB,salt,1
AYICAM,salt,1
AYIJOK,salt,1
AYIJUP,cocrystal,2
AYIJUQ,salt,1
AYIKAW,cocrystal,2
AYIKOK,cocrystal,2
AYIKUQ,cocrystal,2
AYILAX,cocrystal,2
AYILEB,cocrystal,2
AYILIF,cocrystal,2
AYILUR,salt,1
AYINAZ,salt,1
AYINED,hydrate,3
AYINUT,cocrystal,2
AYIPUV,salt,1
AYIRAB,salt,1
AYIROS,salt,1
AYISAE,salt,1
AYISEJ,salt,1
AYISOS,hydrate,3
AYITAF,salt,1
AYITEJ,salt,1
AYITEK,salt,1
AYIVIP,cocrystal,2
AYIVOV,salt,1
AYIVUB,hydrate,3
AYIWAI,hydrate,3
AYIWEM,cocrystal,2
AYIWIQ,cocrystal,2
AYIXIR,salt,1
AYIXOX,salt,1
AYOFUS,salt,1
AYOGOM,hydrate,3
AYOJEF,cocrystal,2
AYOQEL,hydrate,3
AYOROW,cocrystal,2
AYOSAK,salt,1
AYOSEO,solvate,4
AYOWER,cocrystal,2
AYOYIX,salt,1
AYUBEC,hydrate,3
AYUCED,salt,1
AYUKOV,salt,1
AYUMEN,cocrystal,2
AYUQAN,salt,1
AYUWEX,salt,1
AYUXIC,salt,1
AYUXUO,salt,1
AYUYUO,salt,1
AYUYUP,salt,1
AZACEJ,cocrystal,2
AZACIO,hydrate,3
AZADMS10,hydrate,3
AZALET,salt,1
AZAWEF,salt,1
AZAWIJ,salt,1
AZAXAD,salt,1
AZAXIK,cocrystal,2
AZAXOQ,cocrystal,2
AZECIR,salt,1
AZEHES,cocrystal,2
AZEJUK,hydrate,3
AZEKAU,salt,1
AZEKEY,salt,1
AZEKIA,salt,1
AZEQII,cocrystal,2
AZERII,salt,1
AZEYEL,salt,1
AZIHUM,salt,1
AZISAG,salt,1
AZITAG,salt,1
AZOKIL,salt,1
AZOLIM,salt,1
AZOLUX,salt,1
AZOPOW,salt,1
AZOPUB,solvate,4
AZOQAI,salt,1
AZOTOZ,salt,1
AZOVUH,cocrystal,2
AZOWAQ,solvate,4
AZOWIX,salt,1
AZOWUI,salt,1
AZOZIZ,salt,1
AZUBUT,salt,1
AZUCEF,salt,1
AZUDOP,hydrate,3
AZUGUA,salt,1
AZUHAF,hydrate,3
AZULEN,hydrate,3
AZULIR,salt,1
AZULUE,salt,1
AZUQAP,cocrystal,2
AZUSET,salt,1
AZUTOF,hydrate,3
AZUXID,salt,1
AZUXUQ,solvate,4
AZUYAX,salt,1
AZUZIF,hydrate,3
BABBAL,solvate,4
BABCIQ,salt,1
BABCOW,salt,1
BABFIV,cocrystal,2
BABLOJ,salt,1
BABLUP,salt,1
BABYOT,cocrystal,2
BACATP,salt,1
BACDIS,solvate,4
BACDOY,hydrate,3
BACIMZ,cocrystal,2
BACKIA,cocrystal,2
BACQII,cocrystal,2
BACQOO,cocrystal,2
BACQUR,salt,1
BACQUU,cocrystal,2
BACRAA,salt,1
BACRAB,cocrystal,2
BACREE,salt,1
BACREF,cocrystal,2
BACRIH,salt,1
BACRON,salt,1
BACXIQ,cocrystal,2
BADCAK,salt,1
BADCUR,hydrate,3
BADPII,salt,1
BADQOP,cocrystal,2
BADZOZ,salt,1
BAFDAP,salt,1
BAFGEX,cocrystal,2
BAFGIB,cocrystal,2
BAFGOH,cocrystal,2
BAFJUQ,cocrystal,2
BAFLED,salt,1
BAFLIH,salt,1
BAFLON,salt,1
BAFLUT,salt,1
BAFMEE,salt,1
BAFMUU,salt,1
BAFNAB,hydrate,3
BAFSOQ,cocrystal,2
BAFTEH,cocrystal,2
BAFTIP,salt,1
BAFTOT,salt,1
BAFVEJ,cocrystal,2
BAFWIO,cocrystal,2
BAFZEN,hydrate,3
BAFZOX,salt,1
BAGBAM,cocrystal,2
BAGCAP,cocrystal,2
BAGDOC,salt,1
BAGDUK,cocrystal,2
BAGGIB,cocrystal,2
BAGKON,salt,1
BAGNAZ,salt,1
BAGPII,salt,1
BAGPIK,solvate,4
BAGPOQ,salt,1
BAGZOB,salt,1
BAHFEV,cocrystal,2
BAHLEC,salt,1
BAHPEG,hydrate,3
BAHPIK,salt,1
BAHPOT,salt,1
BAHXIU,cocrystal,2
BAJFEX,cocrystal,2
BAJRIO,cocrystal,2
BAJROU,cocrystal,2
BAJXAP,cocrystal,2
BAJXET,salt,1
BAKHIE,cocrystal,2
BAKLOQ,cocrystal,2
BAKMOP,salt,1
BAKNUA,salt,1
BAKRUC,salt,1
BAKYES,salt,1
BALDOL,hydrate,3
BALDUO,cocrystal,2
BALDUR,salt,1
BALFAZ,hydrate,3
BALJEE,salt,1
BALNEK,salt,1
BALRAH,hydrate,3
BALSIQ,hydrate,3
BALTOX,hydrate,3
BALVAL,cocrystal,2
BALVOZ,salt,1
BALWAM,hydrate,3
BALXER,salt,1
BALYOC,hydrate,3
BALYUI,hydrate,3
BALZIX,salt,1
BAMDUQ,salt,1
BAMHUU,salt,1
BAMLOR,hydrate,3
BAMNUC,salt,1
BAMPAK,salt,1
BAMSAJ,salt,1
BAMTEO,salt,1
BANGUT,hydrate,3
BANPHY,cocrystal,2
BANPOW,salt,1
BANPUC,salt,1
BANQAM,salt,1
BANQIU,salt,1
BANROY,salt,1
BANVIX,salt,1
BANYOH,salt,1
BANZEX,salt,1
BAPJIM,salt,1
BAPMAH,cocrystal,2
BAPNUE,salt,1
BAPPCT,salt,1
BAPPIT,cocrystal,2
BAPRAM,cocrystal,2
BAPREQ,cocrystal,2
BAPVIZ,salt,1
BAQDOQ,hydrate,3
BAQDUW,salt,1
BAQFAE,salt,1
BAQFOS,salt,1
BAQNIR,cocrystal,2
BAQNUD,cocrystal,2
BAQPAN,hydrate,3
BAQPER,hydrate,3
BAQQIW,salt,1
BAQQIX,salt,1
BAQRUJ,salt,1
BAQTOC,cocrystal,2
BAQVEV,salt,1
BAQZOI,cocrystal,2
BARAAD,cocrystal,2
BARAPY10,cocrystal,2
BARBUR,cocrystal,2
BARCOQ,salt,1
BARHMP,cocrystal,2
BARIMZ10,cocrystal,2
BARJEK,hydrate,3
BARLAK,salt,1
BARLEM,salt,1
BARMIM,cocrystal,2
BARMPN,cocrystal,2
BARRAN,salt,1
BARRER,salt,1
BARTIX,salt,1
BARTUS10,cocrystal,2
BARVAS,salt,1
BARWOJ,salt,1
BARWOK,cocrystal,2
BARWUQ,cocrystal,2
BARXAX,cocrystal,2
BARZIG,salt,1
BASNUE,cocrystal,2
BASRUM,hydrate,3
BASYIF,hydrate,3
BASYOL,cocrystal,2
BASYUR,cocrystal,2
BASZAY,cocrystal,2
BASZUT,hydrate,3
BATDUX,cocrystal,2
BATFAF,salt,1
BATFEJ,hydrate,3
BATFIN,salt,1
BATFOT,hydrate,3
BATJOY,salt,1
BATKOW,salt,1
BATPOD,salt,1
BATPOF,hydrate,3
BATYAZ,salt,1
BATYIH,cocrystal,2
BATZUT,salt,1
BAVBAC,salt,1
BAVBAD,salt,1
BAVBEH,salt,1
BAVBIL,salt,1
BAVDIL,salt,1
BAVDOR,salt,1
BAVFAF,solvate,4
BAVHUD,salt,1
BAVJAL,salt,1
BAVJEP,salt,1
BAVJIT,salt,1
BAVNOF,salt,1
BAVPAT,salt,1
BAVPEX,salt,1
BAVPOH,salt,1
BAVQAU,salt,1
BAWBAF,salt,1
BAWCAD,hydrate,3
BAWFOV,salt,1
BAWNUM,cocrystal,2
BAWPOE,salt,1
BAWRAT,cocrystal,2
BAWSUQ,salt,1
BAWTAX,salt,1
BAXGAI,cocrystal,2
BAXJES,hydrate,3
BAXJET,salt,1
BAXSEB,salt,1
BAXSOL,hydrate,3
BAXSUR,hydrate,3
BAXTAY,hydrate,3
BAXWAC,cocrystal,2
BAXZAC,salt,1
BAXZOQ,hydrate,3
BAXZUW,salt,1
BAYBEJ,solvate,4
BAYBOW,cocrystal,2
BAYCOT,salt,1
BAYDEK,salt,1
BAYHEO,cocrystal,2
BAYKUK,salt,1
BAYLAR,salt,1
BAYPOK,salt,1
BAYQAX,salt,1
BAYQEB,salt,1
BAYQIF,cocrystal,2
BAYQOL,salt,1
BAYQUP,salt,1
BAYQUR,salt,1
BAYRAY,salt,1
BAYREC,salt,1
BAYRIG,salt,1
BAYVEE,salt,1
BAYVOQ,hydrate,3
BAYWAC,cocrystal,2
BAYZUY,salt,1
BAZCLH,cocrystal,2
BAZCUA,cocrystal,2
BAZDAH,cocrystal,2
BAZHOA,cocrystal,2
BAZRAV,salt,1
BAZTIJ,cocrystal,2
BAZWEI,salt,1
BBZSUL,hydrate,3
BCYTGA,cocrystal,2
BDTCQC10,solvate,4
BEBCAP,hydrate,3
BEBCET,hydrate,3
BEBGOE,salt,1
BEBJIC,solvate,4
BEBKID,salt,1
BEBPAA,salt,1
BEBPIH,salt,1
BEBYIQ,cocrystal,2
BECMIF,salt,1
BECPEH,cocrystal,2
BECPIL,cocrystal,2
BECPOR,cocrystal,2
BECPUW,solvate,4
BECPUX,cocrystal,2
BECVEK,cocrystal,2
BECVUC,salt,1
BECWAJ,cocrystal,2
BECXOY,hydrate,3
BECXUE,hydrate,3
BECYIT,salt,1
BEDBAN,cocrystal,2
BEDDEW,salt,1
BEDFOG,salt,1
BEDFUM,salt,1
BEDGAT,solvate,4
BEDGEX,salt,1
BEDQAG,cocrystal,2
BEDQEK,cocrystal,2
BEDQIO,cocrystal,2
BEDQOU,cocrystal,2
BEDQUA,cocrystal,2
BEDREL,cocrystal,2
BEDSUA,salt,1
BEDTAF,salt,1
BEDZUF,cocrystal,2
BEFGIC,cocrystal,2
BEFGIG,hydrate,3
BEFGOM,salt,1
BEFHOJ,cocrystal,2
BEFRIR,salt,1
BEFRUD,hydrate,3
BEFSAK,salt,1
BEFSEO,salt,1
BEFSIS,salt,1
BEFYAN,salt,1
BEGCIC,solvate,4
BEGJEF,salt,1
BEGJOP,salt,1
BEGKUX,cocrystal,2
BEGPEM,cocrystal,2
BEGQEL,cocrystal,2
BEGVAK,cocrystal,2
BEGVOZ,salt,1
BEGVUE,cocrystal,2
BEGWAM,hydrate,3
BEGZOD,salt,1
BEHKAB,cocrystal,2
BEHQUD,salt,1
BEHZIA,hydrate,3
BEJBAX,hydrate,3
BEJDUR,salt,1
BEJGUT,cocrystal,2
BEJHOO,cocrystal,2
BEJHOP,hydrate,3
BEJJAC,salt,1
BEJLAG,salt,1
BEJPAH,cocrystal,2
BEKBEC,cocrystal,2
BEKBOM,cocrystal,2
BEKBUS,cocrystal,2
BEKCAZ,cocrystal,2
BEKJUW,salt,1
BEKNIS,salt,1
BEKNOY,salt,1
BEKNUE,salt,1
BEKPAM,salt,1
BEKTAP,salt,1
BEKTET,salt,1
BEKVUM,salt,1
BELDEB,cocrystal,2
BELGIL,hydrate,3
BELGOR,hydrate,3
BELGUX,hydrate,3
BELHAE,hydrate,3
BELHEI,hydrate,3
BELKEI,salt,1
BELTER,salt,1
BELWOF,hydrate,3
BEMBUS,solvate,4
BEMCAZ,hydrate,3
BEMCIH,salt,1
BEMCON,hydrate,3
BEMDAA,salt,1
BEMDUW,cocrystal,2
BEMLIO,salt,1
BEMLOV,cocrystal,2
BEMLUB,cocrystal,2
BEMPES,salt,1
BEMQIW,cocrystal,2
BEMQOC,hydrate,3
BEMYAW,salt,1
BENHUX,salt,1
BENJIR,cocrystal,2
BENKAK,cocrystal,2
BENKIS,cocrystal,2
BENKOY,cocrystal,2
BENKUE,cocrystal,2
BENNIU,salt,1
BENRIY,cocrystal,2
BENSOE,salt,1
BENSUK,salt,1
BENWIC,cocrystal,2
BENWUO,salt,1
BENZNP10,salt,1
BENZSI,cocrystal,2
BENZUS,salt,1
BEPCAE,solvate,4
BEPCEI,solvate,4
BEPCIM,solvate,4
BEPCUX,hydrate,3
BEPDAE,hydrate,3
BEPDOT,salt,1
BEPDUZ,hydrate,3
BEPFOV,hydrate,3
BEPFUB,salt,1
BEPGOW,cocrystal,2
BEPGUC,cocrystal,2
BEPPAN,cocrystal,2
BEPTIB,solvate,4
BEPTID,cocrystal,2
BEPTOH,salt,1
BEPTUN,salt,1
BEPYRZ10,cocrystal,2
BEPZEB,salt,1
BEQGEJ,salt,1
BEQHEO,salt,1
BEQLIW,cocrystal,2
BEQQUN,cocrystal,2
BEQTEA,solvate,4
BEQVUO,salt,1
BEQWAV,cocrystal,2
BEQZEC,cocrystal,2
BERBAB,cocrystal,2
BERCEG,salt,1
BERCEH,cocrystal,2
BERFAI,hydrate,3
BERMOA,cocrystal,2
BERMOB,cocrystal,2
BERNAN,cocrystal,2
BERNAP,hydrate,3
BERNER,cocrystal,2
BERNIV,cocrystal,2
BERPET,cocrystal,2
BERPIY,salt,1
BERQAQ,cocrystal,2
BERQEU,cocrystal,2
BERQIY,cocrystal,2
BERQOE,hydrate,3
BERVIH,salt,1
BERVUP,salt,1
BERWAW,salt,1
BERYED,cocrystal,2
BERYOM,salt,1
BERZED,cocrystal,2
BESCAD,salt,1
BESDOS,salt,1
BESFEL,cocrystal,2
BESFIR,salt,1
BESJES,cocrystal,2
BESKAM,cocrystal,2
BESLOA,salt,1
BESQOG,salt,1
BESSOI,cocrystal,2
BESZEH,hydrate,3
BESZUV,salt,1
BETBAE,salt,1
BETBEI,solvate,4
BETHUH,cocrystal,2
BETJUH,hydrate,3
BETLEV,cocrystal,2
BETPOI,hydrate,3
BETPUO,salt,1
BETRAT10,salt,1
BEVHER,cocrystal,2
BEVJUK,cocrystal,2
BEVKUI,salt,1
BEVLET,salt,1
BEVMIY,salt,1
BEVNAT,salt,1
BEVPOI,salt,1
BEVVOR,salt,1
BEVWAA,cocrystal,2
BEVXAD,solvate,4
BEVXEH,salt,1
BEVXUX,hydrate,3
BEVXUZ,cocrystal,2
BEVZOV,hydrate,3
BEWBUA,salt,1
BEWDUG,salt,1
BEWFER,cocrystal,2
BEWFIT,cocrystal,2
BEWGUH,solvate,4
BEWGUJ,hydrate,3
BEWHAQ,salt,1
BEWHIY,salt,1
BEWHOE,salt,1
BEWHUK,salt,1
BEWJEW,salt,1
BEWJIY,salt,1
BEWMEY,salt,1
BEWNAT,salt,1
BEWNEX,salt,1
BEWYOS,cocrystal,2
BEXCOA,hydrate,3
BEXCUG,hydrate,3
BEXDAN,hydrate,3
BEXDOB,salt,1
BEXFET,hydrate,3
BEXFIX,salt,1
BEXHOB,salt,1
BEXNUN,salt,1
BEXPUQ,salt,1
BEXQAX,hydrate,3
BEXSAY,salt,1
BEXTAC,salt,1
BEXVOP,hydrate,3
BEXYOU,salt,1
BEYCEQ,solvate,4
BEYPEA,cocrystal,2
BEYTIJ,salt,1
BEYTUW,hydrate,3
BEYVAD,cocrystal,2
BEYZIR,cocrystal,2
BEYZUD,salt,1
BEZBEN,cocrystal,2
BEZBEQ,salt,1
BEZBUG,salt,1
BEZCOY,salt,1
BEZGEU,salt,1
BEZSII,hydrate,3
BEZSUU,hydrate,3
BGDUSM10,hydrate,3
BGUDCB10,salt,1
BGUSUL10,hydrate,3
BIBBAT,cocrystal,2
BIBLEF,salt,1
BIBLIJ,salt,1
BIBLOP,salt,1
BIBMAE,cocrystal,2
BIBNAD,cocrystal,2
BIBPEJ,cocrystal,2
BICDUM,cocrystal,2
BICMUX,cocrystal,2
BICQAH,solvate,4
BICQUB,hydrate,3
BICXUK,salt,1
BIDGEC,hydrate,3
BIDHAX,salt,1
BIDHUS,salt,1
BIDJAA,salt,1
BIDJAD,cocrystal,2
BIDJEE,salt,1
BIDJEH,cocrystal,2
BIDJII,salt,1
BIDJIJ,cocrystal,2
BIDJIL,cocrystal,2
BIDJOR,cocrystal,2
BIDMIK,hydrate,3
BIDPEJ,hydrate,3
BIDROX,cocrystal,2
BIDSUG,salt,1
BIDVUG,salt,1
BIFDEZ,salt,1
BIFFED,hydrate,3
BIFFIH,cocrystal,2
BIFFON,solvate,4
BIFFUT,cocrystal,2
BIFGAA,cocrystal,2
BIFJOR,salt,1
BIFLAF,cocrystal,2
BIFRAN,solvate,4
BIFSOC,salt,1
BIFTIW,salt,1
BIFVAP,solvate,4
BIFVIY,salt,1
BIFYOE,cocrystal,2
BIGCEA,salt,1
BIGCUP,cocrystal,2
BIGDON,cocrystal,2
BIGNAJ,cocrystal,2
BIGTEQ,salt,1
BIGZOK,cocrystal,2
BIHFEE,salt,1
BIHFIL,hydrate,3
BIHFOO,hydrate,3
BIHHOR,salt,1
BIHJAD,salt,1
BIHJEJ,cocrystal,2
BIHWEV,salt,1
BIHYEX,hydrate,3
BIHZAU,cocrystal,2
BIJDOO,salt,1
BIJFUW,cocrystal,2
BIJGAD,cocrystal,2
BIJKEK,salt,1
BIJSIX,salt,1
BIJWAS,cocrystal,2
BIJWOG,cocrystal,2
BIJXAX,salt,1
BIJYEY,cocrystal,2
BIKGAG,solvate,4
BIKQAO,cocrystal,2
BIKREV,salt,1
BIKRIZ,salt,1
BIKSUJ,salt,1
BIKWEX,salt,1
BIKZOK,hydrate,3
BILJEN,salt,1
BILKAK,hydrate,3
BILKEO,salt,1
BILKIS,hydrate,3
BILTIA,salt,1
BILTOG,hydrate,3
BILXUP,cocrystal,2
BIMBOP,salt,1
BIMBUV,salt,1
BIMDUX,salt,1
BIMJUC,hydrate,3
BIMLOZ,salt,1
BIMPUM,salt,1
BIMQAT,salt,1
BIMQEX,salt,1
BIMSUM,cocrystal,2
BIMZOP,cocrystal,2
BINDIL,cocrystal,2
BINDOV,salt,1
BINFAI,salt,1
BINHUF,salt,1
BINJOB,cocrystal,2
BINLES,cocrystal,2
BINLOD,hydrate,3
BINLUJ,hydrate,3
BINMEU,hydrate,3
BINMIY,hydrate,3
BINREV,salt,1
BINWUQ,hydrate,3
BINXOO,salt,1
BINXUU,salt,1
BINYAB,salt,1
BIPBEL,salt,1
BIPBOU,salt,1
BIPCAI,cocrystal,2
BIPCIQ,cocrystal,2
BIPCOW,cocrystal,2
BIPHIV,cocrystal,2
BIPHOB,cocrystal,2
BIPNIX,salt,1
BIPYIM,cocrystal,2
BIPYOS,cocrystal,2
BIPYUY,cocrystal,2
BIPZAF,cocrystal,2
BIPZEJ,cocrystal,2
BIPZUZ,cocrystal,2
BIQNEW,cocrystal,2
BIQQUR,cocrystal,2
BIQVAC,cocrystal,2
BIRDIP,cocrystal,2
BIRDUD,salt,1
BIRFEP,hydrate,3
BIRFIV,salt,1
BIRNOJ,salt,1
BIRPIF,salt,1
BIRPOL,salt,1
BIRPUR,solvate,4
BIRQUO,cocrystal,2
BIRXAB,cocrystal,2
BISBEM,cocrystal,2
BISBIQ,cocrystal,2
BISBOW,cocrystal,2
BISLAU,salt,1
BISMID,salt,1
BISSUV,salt,1
BITBUD,cocrystal,2
BITGUK,salt,1
BITPAY,salt,1
BITROL,cocrystal,2
BITVAD,solvate,4
BITYUY,cocrystal,2
BIVLOH,salt,1
BIVQAY,salt,1
BIVYOY,cocrystal,2
BIWBOB,solvate,4
BIWLEY,salt,1
BIWMAZ,salt,1
BIWNAZ,hydrate,3
BIWVUY,cocrystal,2
BIXBOC,cocrystal,2
BIXBUI,salt,1
BIXDIZ,salt,1
BIXFOD,cocrystal,2
BIXGUM,salt,1
BIXLUP,hydrate,3
BIXMUS,hydrate,3
BIXNIH,solvate,4
BIXPEE,salt,1
BIXRUZ,salt,1
BIXXIQ,salt,1
BIXYUG,salt,1
BIYBES,salt,1
BIYBIW,salt,1
BIYBOC,salt,1
BIYBUI,salt,1
BIYCOD,salt,1
BIYDEU,salt,1
BIYDIY,salt,1
BIYDOE,salt,1
BIYDUK,salt,1
BIYFAS,salt,1
BIYFEW,salt,1
BIYFIA,salt,1
BIYFOG,salt,1
BIYFUM,salt,1
BIYGAT,salt,1
BIYGEX,salt,1
BIYGOH,cocrystal,2
BIYJEB,salt,1
BIYJUR,cocrystal,2
BIYMUR,cocrystal,2
BIYNOP,cocrystal,2
BIYPIM,salt,1
BIYPOS,hydrate,3
BIYQAE,hydrate,3
BIYQOS,cocrystal,2
BIYROQ,salt,1
BIYXAL,cocrystal,2
BIZJUP,salt,1
BIZMAZ,cocrystal,2
BIZNII,salt,1
BIZPUW,hydrate,3
BIZSAH,cocrystal,2
BIZTOV,salt,1
BIZXEO,cocrystal,2
BIZXIS,hydrate,3
BIZYOA,cocrystal,2
BIZYUH,cocrystal,2
BIZZAO,cocrystal,2
BLGAST,salt,1
BMOPHX,salt,1
BMYROL10,cocrystal,2
BNQBRP,cocrystal,2
BNQCLP,cocrystal,2
BNQDBP,cocrystal,2
BNQDCP,cocrystal,2
BNZTNB,cocrystal,2
BOBDAX,salt,1
BOBGUX,cocrystal,2
BOBHAE,solvate,4
BOBMEL,salt,1
BOBQUG,cocrystal,2
BOBRAN,cocrystal,2
BOBVUL,cocrystal,2
BOCKEK,salt,1
BOCLIO,salt,1
BOCWUN,salt,1
BOCZIE,salt,1
BODHAE,salt,1
BODHEI,salt,1
BODHIM,salt,1
BODHOS,salt,1
BODJOT,hydrate,3
BODMEO,salt,1
BODMIS,salt,1
BODMOY,salt,1
BODMUE,salt,1
BODNAL,salt,1
BODSAO,cocrystal,2
BODSUL,cocrystal,2
BODTIY,salt,1
BODVUN,salt,1
BODYEA,salt,1
BODYIE,salt,1
BODYOK,salt,1
BODYUQ,salt,1
BODZAX,salt,1
BODZEB,solvate,4
BODZIF,salt,1
BODZOL,salt,1
BODZUR,salt,1
BOFHUZ,salt,1
BOFQIZ,salt,1
BOFRUJ,salt,1
BOFRUL,salt,1
BOFSAS,salt,1
BOGGUZ,cocrystal,2
BOGRIZ,cocrystal,2
BOGTAT,salt,1
BOGVAX,salt,1
BOGVOJ,hydrate,3
BOGXEB,cocrystal,2
BOHCEJ,salt,1
BOHGAJ,cocrystal,2
BOHGEN,cocrystal,2
BOHGIR,cocrystal,2
BOHROI,solvate,4
BOJDAF,salt,1
BOJFEM,hydrate,3
BOJGEN,salt,1
BOJNOE,salt,1
BOJQOG,cocrystal,2
BOJRIE,salt,1
BOJWAY,salt,1
BOJYAB,salt,1
BOKHAM,cocrystal,2
BOKHEQ,solvate,4
BOKHIU,solvate,4
BOKHOA,solvate,4
BOKJAM,cocrystal,2
BOKJAO,solvate,4
BOKJOD,cocrystal,2
BOKSUP,hydrate,3
BOKTUR,solvate,4
BOKZOT,salt,1
BOKZUW,salt,1
BOLBAH,cocrystal,2
BOLCAI,salt,1
BOLFUD,salt,1
BOLHEP,hydrate,3
BOLLUK,cocrystal,2
BOLPUN,salt,1
BOLSOK,cocrystal,2
BOLWII,salt,1
BOLZOT,salt,1
BOMBOW,cocrystal,2
BOMBUC,cocrystal,2
BOMCAJ,cocrystal,2
BOMGIT,salt,1
BOMGUH,cocrystal,2
BOMROM,cocrystal,2
BOMRUS,salt,1
BOMTOO,cocrystal,2
BOMTUU,cocrystal,2
BOMVAC,cocrystal,2
BOMVEG,cocrystal,2
BOMVIK,cocrystal,2
BOMVOQ,cocrystal,2
BOMVUW,cocrystal,2
BOMWAD,cocrystal,2
BOMWEH,cocrystal,2
BOMWIL,cocrystal,2
BOMWOR,cocrystal,2
BOMWUX,cocrystal,2
BOMZAH,salt,1
BONGAP,cocrystal,2
BONGES,cocrystal,2
BONGIW,cocrystal,2
BONJOF,cocrystal,2
BONJUL,cocrystal,2
BONKIZ,hydrate,3
BONKOE,hydrate,3
BONZAF,hydrate,3
BONZUZ,cocrystal,2
BOPBEO,salt,1
BOPBIU,cocrystal,2
BOPDAO,cocrystal,2
BOPGEU,cocrystal,2
BOPGIY,hydrate,3
BOPHOG,salt,1
BOPTAC,salt,1
BOPTAE,salt,1
BOPTEG,hydrate,3
BOPTEI,salt,1
BOPTIM,salt,1
BOPTUY,salt,1
BOPVEK,salt,1
BOPVIO,salt,1
BOQBEO,cocrystal,2
BOQCAL,hydrate,3
BOQDOA,cocrystal,2
BOQFES,hydrate,3
BOQGOD,hydrate,3
BOQHAR,salt,1
BOQHOE,cocrystal,2
BOQHUK,salt,1
BOQJEW,hydrate,3
BOQJOG,hydrate,3
BOQNIG,cocrystal,2
BOQNOM,hydrate,3
BOQNUS,cocrystal,2
BOQTEG,salt,1
BOQVAE,salt,1
BOQVIM,salt,1
BOQVUB,hydrate,3
BOQXEK,salt,1
BOQXIO,salt,1
BORFUL,solvate,4
BORNUS,cocrystal,2
BORPAA,cocrystal,2
BORPII,cocrystal,2
BOSWIR,hydrate,3
BOSWUD,hydrate,3
BOSXEO,salt,1
BOSXIT,salt,1
BOTCET,cocrystal,2
BOTCIX,cocrystal,2
BOTCOD,cocrystal,2
BOTCUJ,cocrystal,2
BOTDAQ,cocrystal,2
BOTHEY,salt,1
BOTQAF,salt,1
BOTRAE,salt,1
BOTSOU,salt,1
BOTYUE,hydrate,3
BOVBEU,salt,1
BOVMEE,cocrystal,2
BOVTEM,salt,1
BOVTOV,hydrate,3
BOVVEP,cocrystal,2
BOVVIT,cocrystal,2
BOVVOZ,cocrystal,2
BOVVUD,hydrate,3
BOVVUE,cocrystal,2
BOVVUF,cocrystal,2
BOVWAM,cocrystal,2
BOVWEQ,cocrystal,2
BOVWIT,salt,1
BOVWIU,cocrystal,2
BOVWOA,cocrystal,2
BOVWUG,cocrystal,2
BOVXOB,cocrystal,2
BOVYAO,cocrystal,2
BOVYES,cocrystal,2
BOVYIW,cocrystal,2
BOVYUI,cocrystal,2
BOVZAO,salt,1
BOVZAP,cocrystal,2
BOWCIB,cocrystal,2
BOWDIA,salt,1
BOWDOG,salt,1
BOWFIC,hydrate,3
BOWJEE,cocrystal,2
BOWJII,cocrystal,2
BOWJUT,salt,1
BOWJUU,cocrystal,2
BOWKAA,cocrystal,2
BOWKEF,cocrystal,2
BOWKOO,salt,1
BOWSAJ,cocrystal,2
BOWXEQ,salt,1
BOXCOH,salt,1
BOXHAZ,solvate,4
BOXJEG,hydrate,3
BOXJIK,hydrate,3
BOXJOQ,hydrate,3
BOXSIT,cocrystal,2
BOXSOY,cocrystal,2
BOXTET,cocrystal,2
BOXXIW,salt,1
BOXXOC,salt,1
BOYDEB,hydrate,3
BOYDUO,salt,1
BOYGED,cocrystal,2
BOYGIH,cocrystal,2
BOYGON,cocrystal,2
BOYGOO,hydrate,3
BOYHOM,salt,1
BOYMEH,salt,1
BOYQOY,cocrystal,2
BOYWOD,salt,1
BOYWUK,salt,1
BOZFUT,salt,1
BPAMAL,salt,1
BPHAMP10,salt,1
BPHIPH,cocrystal,2
BPINDO10,cocrystal,2
BPPFBP,cocrystal,2
BPXZMP,salt,1
BQUINI,salt,1
